recid,radate,assignmt,site,training,afdc,sex,class_tr,ojt_jsa,oth_serv,bdate,age,earnings,prevearn,married,pbhous,hsorged,black,hispanic,age2225,age2629,age3035,age3644,age4554,f2sms,wkless13
312951,09/23/88,0,JK,0,0,1,1,0,0,11/07/61,26,2538,800,0,0,1,1,0,0,1,0,0,0,0,1
312952,09/08/88,1,OK,0,0,0,0,0,1,10/14/53,34,0,2444.656,1,0.1153066,0.716404,1,0,0,0,1,0,0,1,0.5332298
312954,06/03/88,1,LC,1,0,0,0,0,1,01/17/59,29,5238,2592,0,0,1,0,0,0,1,0,0,0,0,0
312955,07/13/89,1,LC,0,0,1,1,0,0,09/05/46,42,924,24000,0,0,1,0,0,0,0,0,1,0,0,0
312958,08/04/89,1,IN,0,0,0,0,0,1,08/25/65,23,31782,1500,0,0,1,1,0,1,0,0,0,0,1,0
312959,01/26/89,1,SM,1,0,1,0,1,0,12/01/66,22,24153,8963,1,0,1,0,0,1,0,0,0,0,0,0
312960,05/03/88,1,JC,0,0,1,0,1,0,02/02/62,26,20773,4103.911,0,0,1,1,0,0,1,0,0,0,1,0.4073359
312962,12/21/87,0,CC,0,0,1,0,1,0,08/24/39,48,10368,4103.911,1,1,1,0,0,0,0,0,0,1,0,0
312965,05/26/89,1,IN,0,0,0,0,0,1,07/21/14,74,0,4875,0,0,0,1,0,0,0,0,0,0,0,0
312967,05/17/88,1,SM,0,0,1,0,1,0,11/10/28,59,12,8658,1,0,0,0,0,0,0,0,0,0,0,0
312968,04/10/89,1,NE,1,1,0,1,0,0,05/29/52,36,29575,400,0,0,1,0,0,0,0,0,1,0,1,1
312969,08/04/89,0,IN,0,0,0,0,0,1,05/24/66,23,32024,98,0,0,1,0,0,1,0,0,0,0,0,0
312970,02/01/89,0,IN,0,0,0,0,1,0,05/24/35,53,32971,0,1,0,1,0,0,0,0,0,0,1,1,1
312976,01/06/89,1,NE,0,1,0,1,0,0,05/21/59,29,0,0,0,1,0.716404,0,0,0,1,0,0,0,0,1
312979,11/16/88,1,IN,0,0,1,0,1,0,03/06/35,53,429,0,0,0,0,0,0,0,0,0,0,1,0,1
312980,03/23/89,1,CI,1,0,0,1,0,0,08/08/43,45,4450,1323,0,0,0.716404,0,0,0,0,0,0,1,1,0
312983,02/01/89,1,IN,0,0,0,0,1,0,07/31/49,39,30298,3750,0,0,1,0,0,0,0,0,1,0,0,0
312985,07/18/89,1,LC,1,0,1,0,0,1,09/06/57,31,20082,9085,1,0,1,0,0,0,0,1,0,0,0,0
312986,09/07/88,1,CC,0,0,1,0,1,0,02/03/66,22,8151,500,0,0,1,0,1,1,0,0,0,0,0,1
312987,10/05/88,1,OK,1,0,0,1,0,0,07/06/37,51,17852,13000,0,0,1,1,0,0,0,0,0,1,1,0
312989,08/17/88,1,MT,1,0,1,0,1,0,09/25/60,27,12452,0,0.3352851,0,1,0,0,0,1,0,0,0,1,1
312991,03/14/89,0,PR,0,1,0,1,0,0,08/17/60,28,45987,0,0,0,1,1,0,0,1,0,0,0,1,1
312992,02/03/89,1,IN,1,0,1,0,1,0,03/16/66,22,21884,6500,1,0,1,0,0,1,0,0,0,0,0,0
312995,10/27/88,1,CC,1,0,0,0,1,0,09/12/44,44,7190,2444.656,0.2111608,0,1,0,1,0,0,0,1,0,0,1
313000,10/25/88,1,IN,0,0,1,0,1,0,09/19/63,25,54809,4972,0,0,0.6876773,0,0,1,0,0,0,0,0,0
313003,07/01/88,0,IN,0,0,0,0,1,0,10/19/63,24,16106,4316,0,0,1,1,0,1,0,0,0,0,0,0
313004,08/25/88,0,SM,0,0,0,1,0,0,08/05/57,31,10012,3896,0,0,0,0,0,0,0,1,0,0,0,0
313005,02/07/89,1,LC,1,0,1,0,1,0,08/17/45,43,8757,8000,0,0,0,0,0,0,0,0,1,0,0,0
313009,09/26/89,1,LC,1,0,0,0,0,1,08/16/54,35,27198,1604,0,0,1,0,0,0,0,1,0,0,1,0
313012,11/19/87,1,MD,1,0,0,0,1,0,12/18/45,41,6641,700,1,0,1,1,0,0,0,0,1,0,0,1
313013,05/18/88,1,IN,1,0,0,0,1,0,05/31/55,32,3502,2444.656,1,0,0,0,0,0,0,1,0,0,0,1
313015,07/11/88,1,CV,1,0,1,1,0,0,10/04/48,39,40199,8000,0,0,1,0,0,0,0,0,1,0,0,0
313017,02/25/88,1,MD,1,1,0,1,0,0,10/10/46,41,48,15000,0.2111608,0,1,1,0,0,0,0,1,0,0,1
313019,09/12/89,1,LC,1,0,0,1,0,0,11/29/35,53,12684,2000,1,0,1,0,0,0,0,0,0,1,0,0
313020,05/10/89,1,IN,0,0,1,0,1,0,01/04/37,52,2625,5000,0,0,1,0,0,0,0,0,0,1,1,1
313023,08/05/88,1,CC,0,0,1,0,1,0,03/03/50,38,7096,0,0,0,1,1,0,0,0,0,1,0,0,1
313024,12/19/88,1,CC,0,0,0,0,1,0,07/30/49,39,42,2444.656,0,0,1,0,0,0,0,0,1,0,0,0.5332298
313025,02/25/88,1,IN,1,0,0,0,1,0,08/11/34,53,5840,1300,0,0,1,0,0,0,0,0,0,1,0,1
313026,04/28/89,1,IN,0,0,0,0,0,1,10/20/59,29,11749,2444.656,0,0,0,1,0,0,1,0,0,0,0,0
313028,10/26/88,1,LC,1,0,1,0,0,1,02/05/51,37,2994,3319,0,0,0,0,1,0,0,0,1,0,0,0
313029,02/16/88,1,CV,1,0,0,0,1,0,06/09/46,41,9424,98,0,0,0,1,0,0,0,0,1,0,0,1
313031,10/03/88,0,PR,0,0,0,1,0,0,12/07/62,25,1940,160,0,1,1,1,0,1,0,0,0,0,0,0
313034,10/31/88,1,SM,1,0,1,0,1,0,09/28/66,22,22890,3000,0,0,0,0,0,1,0,0,0,0,0,0
313038,08/23/88,1,PR,0,1,0,1,0,0,05/13/63,25,7641,2444.656,0,0,1,1,0,1,0,0,0,0,0,0.5332298
313039,11/18/88,1,PR,1,1,0,1,0,0,07/27/62,26,0,0,0,0,1,0,1,0,1,0,0,0,0,1
313043,02/10/89,1,OH,0,0,1,0,1,0,03/02/32,56,5447,20000,1,0,1,0,0,0,0,0,0,0,1,0
313044,12/10/87,0,MD,0,0,1,0,1,0,05/11/63,24,420,900,0,1,1,1,0,1,0,0,0,0,0,0
313047,12/01/88,0,LC,0,0,1,1,0,0,01/11/60,28,16195,4103.911,0,0,1,0,0,0,1,0,0,0,1,1
313048,12/18/87,0,IN,0,0,1,0,1,0,10/22/49,38,68865,4103.911,1,0,0,0,1,0,0,0,1,0,0,0
313050,11/19/87,1,MD,1,1,0,0,1,0,12/19/59,27,3547,0,0,0,1,1,0,0,1,0,0,0,1,1
313052,12/08/88,0,LC,0,1,0,0,0,1,11/16/44,44,11541,0,0,1,1,0,1,0,0,0,1,0,0,1
313053,09/23/88,1,HF,0,0,1,0,0,1,02/12/57,31,0,4103.911,0,0,1,1,0,0,0,1,0,0,0,0.4073359
313057,11/15/88,1,CV,0,0,1,0,0,1,03/23/55,33,0,88,0,0,1,0,0,0,0,1,0,0,0,0
313060,11/23/88,0,SM,0,0,1,0,1,0,07/23/52,36,21792,11500,1,0,1,0,0,0,0,0,1,0,0,0
313061,02/24/89,1,IN,1,0,0,1,0,0,08/08/28,60,11816,0,1,0,0.716404,0,0,0,0,0,0,0,0,1
313062,10/12/88,1,HF,0,0,1,0,1,0,03/07/66,22,13968,4103.911,1,0,1,1,0,1,0,0,0,0,1,1
313063,08/25/88,1,CC,1,0,0,1,0,0,12/25/44,43,5306,2444.656,0,0,0,0,1,0,0,0,1,0,0,0
313065,07/27/88,1,MN,0,0,1,1,0,0,06/07/47,41,0,0,1,0,1,0,0,0,0,0,1,0,0,1
313069,10/18/88,1,NE,1,0,0,1,0,0,02/11/40,48,0,0,0,1,1,0,0,0,0,0,0,1,0,1
313070,04/14/88,1,JK,1,1,0,0,1,0,12/09/50,37,1698,2444.656,0,1,0,1,0,0,0,0,1,0,0,0.5332298
313071,09/13/88,1,HF,0,1,0,0,1,0,12/23/55,32,12216,1200,0,1,1,1,0,0,0,1,0,0,0,0
313072,03/01/89,0,IN,0,0,1,0,1,0,03/10/41,47,14454,1600,1,0.0643125,1,0,0,0,0,0,0,1,0,1
313073,02/12/88,1,CV,0,0,0,0,1,0,12/31/63,24,0,2444.656,1,0,1,0,0,1,0,0,0,0,0,0.5332298
313076,01/06/88,1,IN,1,0,1,0,1,0,05/09/60,27,44575,800,0,0,0,0,0,0,1,0,0,0,1,1
313077,08/10/88,1,IN,1,0,0,0,0,1,08/10/55,33,12798,1500,0,0,1,0,0,0,0,1,0,0,0,1
313078,08/12/88,0,CC,0,0,0,0,1,0,01/24/54,34,8826,2173,0,0,1,0,1,0,0,1,0,0,0,1
313079,03/08/88,1,JK,0,1,0,1,0,0,09/28/59,28,16437,2444.656,0,0,1,1,0,0,1,0,0,0,0,0.5332298
313080,12/01/88,1,JK,1,0,1,1,0,0,11/27/58,30,39909,3840,0,0,1,1,0,0,0,1,0,0,1,0
313081,07/22/88,1,JK,0,0,0,1,0,0,08/25/58,29,4908,0,0,0,1,1,0,0,1,0,0,0,1,1
313083,02/06/89,1,NE,1,1,0,0,1,0,12/23/64,24,18267,1800,0,1,1,1,0,1,0,0,0,0,0,1
313084,01/29/88,1,CC,1,0,0,0,0,1,12/18/62,25,0,2444.656,0,0,1,0,1,1,0,0,0,0,0,0.5332298
313085,03/27/89,1,PR,1,0,1,0,0,1,01/02/56,33,4353,4103.911,0,0.0643125,0,1,0,0,0,1,0,0,0,1
313087,01/10/89,1,PR,1,0,0,0,0,1,12/10/65,23,31455,2444.656,0,0,0.716404,0,0,1,0,0,0,0,0,0.5332298
313088,02/17/89,1,IN,1,0,0,1,0,0,01/21/24,65,11164,0,0,0,1,0,0,0,0,0,0,0,1,1
313090,11/18/88,1,IN,0,0,0,0,1,0,08/13/54,34,10768,2444.656,0,0,1,1,0,0,0,1,0,0,0,0
313091,06/20/88,1,HF,1,1,0,1,0,0,09/18/59,28,14589,0,0,0,1,1,0,0,1,0,0,0,0,1
313092,10/11/88,0,SM,0,0,0,1,0,0,07/06/61,27,15754,2444.656,0,0,1,0,0,0,1,0,0,0,0,0
313094,06/14/89,0,CI,0,0,1,1,0,0,07/25/63,25,8949,4103.911,0,0,1,0,0,1,0,0,0,0,1,0
313098,03/28/88,1,IN,1,0,0,0,0,1,10/14/49,38,9793,4686,0,0,1,0,0,0,0,0,1,0,1,0
313100,11/16/88,1,NE,1,0,0,1,0,0,03/30/66,22,2355,6000,0,0,0,0,0,1,0,0,0,0,1,0
313101,03/10/88,1,CV,1,0,0,0,1,0,07/02/26,61,41076,2444.656,0,0,0,0,0,0,0,0,0,0,0,0
313105,08/01/89,0,LC,0,0,1,0,1,0,04/20/58,31,9992,4000,0,0,1,0,0,0,0,1,0,0,1,0
313106,05/04/89,1,NE,1,0,1,1,0,0,08/26/58,30,20272,4000,1,1,0.6876773,0,0,0,0,1,0,0,1,0
313107,07/29/88,1,CV,1,1,0,1,0,0,06/03/66,22,2676,160,0,0,0,0,0,1,0,0,0,0,0,1
313108,02/19/88,0,OH,0,1,0,1,0,0,11/27/64,23,9241,0,1,0,1,0,0,1,0,0,0,0,1,1
313109,08/18/88,1,HF,1,0,1,1,0,0,09/26/61,26,6876,8500,1,0,1,0,0,0,1,0,0,0,0,0
313110,09/20/88,1,CV,0,0,1,0,1,0,08/30/48,40,14640,575,0,0,0,0,0,0,0,0,1,0,1,0
313111,07/07/88,0,SM,0,0,0,0,1,0,03/03/36,52,16679,4983,0,0,1,0,0,0,0,0,0,1,0,0
313113,07/06/88,0,JK,0,0,1,0,1,0,10/14/54,33,38732,4700,1,0,1,1,0,0,0,1,0,0,1,1
313114,04/22/88,0,JK,0,1,0,0,1,0,01/31/61,27,9004,2000,0,0,1,1,0,0,1,0,0,0,0,0
313119,08/05/88,0,MN,0,0,0,0,1,0,04/29/29,59,29574,2827,1,0,0,0,0,0,0,0,0,0,0,0
313121,05/03/88,1,SM,1,0,1,0,1,0,09/13/55,32,73248,3300,1,0,0,0,0,0,0,1,0,0,0,0
313124,07/21/89,0,IN,0,0,1,0,0,1,08/28/58,30,46915,12800,1,0,1,1,0,0,0,1,0,0,0,0
313126,06/28/89,1,IN,0,0,1,0,1,0,03/16/44,45,699,2000,1,0,1,0,0,0,0,0,0,1,0,1
313128,04/08/88,0,IN,0,0,1,0,0,1,04/14/62,25,2916,0,0,0,0,0,0,1,0,0,0,0,1,1
313131,02/05/88,1,CC,1,0,1,0,0,1,08/20/53,34,63463,0,1,0,1,0,1,0,0,1,0,0,0,1
313135,08/11/88,1,LC,1,0,1,0,0,1,04/19/57,31,46610,16258,0,0,1,0,0,0,0,1,0,0,0,0
313138,07/12/88,1,LC,1,0,1,0,0,1,10/30/45,42,0,1040,1,0,1,0,0,0,0,0,1,0,1,1
313141,07/07/88,1,JK,1,0,0,1,0,0,07/17/47,40,12185,2444.656,0.2111608,0.1153066,1,1,0,0,0,0,1,0,1,0
313143,09/21/88,0,LC,0,0,1,0,0,1,04/13/46,42,17958,14000,1,0,0.6876773,0,0,0,0,0,1,0,0,0
313144,09/08/88,0,SM,0,0,0,1,0,0,03/22/58,30,17511,8000,0,0,1,0,0,0,0,1,0,0,0,0
313149,05/20/88,0,CV,0,0,0,0,1,0,07/05/34,53,12444,300,0,0,1,0,0,0,0,0,0,1,0,1
313151,06/21/88,1,CC,1,0,0,1,0,0,04/04/54,34,41304,5000,0,1,1,0,1,0,0,1,0,0,1,0
313153,03/06/89,0,MN,0,0,1,0,1,0,01/07/13,76,11394,2400,1,0,0,0,0,0,0,0,0,0,0,0
313156,02/24/89,1,IN,1,1,0,0,0,1,06/20/61,27,8530,0,1,0,0,0,0,0,1,0,0,0,0,1
313157,03/23/88,1,CV,0,1,1,0,1,0,12/24/55,32,26500,600,1,0,0,0,0,0,0,1,0,0,1,1
313160,02/08/88,1,CV,0,0,0,0,1,0,01/26/46,42,0,1950,1,0,0,0,0,0,0,0,1,0,0,0
313162,10/26/88,1,IN,0,0,1,0,1,0,09/01/52,36,13866,9100,1,0,1,0,0,0,0,0,1,0,0,0
313163,05/18/88,1,IN,1,0,1,0,1,0,07/07/32,55,25411,4103.911,1,0,1,0,0,0,0,0,0,0,0,0.4073359
313164,10/28/88,1,NE,1,0,0,1,0,0,05/26/41,47,2271,1500,0,0,1,0,0,0,0,0,0,1,0,0
313165,05/13/88,1,IN,1,0,0,0,1,0,06/19/41,46,33918,7166,0,0,1,0,0,0,0,0,0,1,0,0
313168,04/21/88,1,JK,1,1,0,0,1,0,05/08/64,23,7878,16,0,0,1,1,0,1,0,0,0,0,0,1
313170,11/29/88,0,NE,0,1,0,1,0,0,03/22/60,28,84,0,0,1,1,0,0,0,1,0,0,0,0,1
313171,05/31/88,1,CC,1,0,0,1,0,0,05/11/60,28,6145,400,0,0,1,0,1,0,1,0,0,0,0,1
313173,09/21/89,1,LC,0,0,0,0,0,1,09/27/58,30,11469,0,1,0,1,0,1,0,0,1,0,0,0,1
313174,11/18/88,1,SM,0,0,0,0,1,0,01/02/65,23,17249,0,0.2111608,0,1,0,0,1,0,0,0,0,0,1
313175,01/10/89,0,SM,0,0,0,0,1,0,04/30/56,32,8657,2444.656,0,0,1,0,0,0,0,1,0,0,0,1
313176,10/24/88,0,PR,0,1,0,0,0,1,08/15/59,29,0,0,0.2111608,0,0,0,1,0,1,0,0,0,1,1
313177,09/26/88,1,HF,0,0,1,0,1,0,10/21/41,46,8043,0,0,0,0,0,0,0,0,0,0,1,0,1
313178,02/16/88,1,PR,1,1,0,0,0,1,08/24/49,38,51,0,0,0,0,0,1,0,0,0,1,0,0,1
313179,02/08/89,0,CI,1,0,1,1,0,0,02/23/59,29,14525,3500,0,0,0.6876773,0,0,0,1,0,0,0,1,1
313180,06/03/88,1,IN,0,0,1,0,1,0,02/22/52,36,0,2200,0,0,0.6876773,0,0,0,0,0,1,0,0,0
313181,08/11/88,1,CV,0,0,1,0,0,1,07/04/55,33,2933,4103.911,0,0,0,0,0,0,0,1,0,0,0,0
313182,06/28/89,1,CI,1,0,0,0,1,0,07/24/59,29,15699,2444.656,0,0,0,0,0,0,1,0,0,0,0,0.5332298
313183,03/30/89,0,CI,0,0,1,0,1,0,12/08/52,36,13143,0,0,0,1,1,0,0,0,0,1,0,0,0.4073359
313184,09/19/88,0,HF,0,0,1,0,0,1,02/22/47,41,47013,7000,1,0,0,0,1,0,0,0,1,0,0,0
313185,04/19/89,0,NE,0,0,0,1,0,0,03/13/44,45,3229,7480,0,0,1,0,0,0,0,0,0,1,0,0
313187,07/14/88,1,CC,1,0,1,0,1,0,10/01/53,34,2851,9000,0,0,1,0,0,0,0,1,0,0,0,0
313190,12/05/88,0,NE,0,0,0,1,0,0,07/31/52,36,0,2444.656,1,0,0,0,0,0,0,0,1,0,1,1
313191,01/21/88,0,MD,0,1,1,0,1,0,12/19/46,41,8268,1050,1,0,0,1,0,0,0,0,1,0,0,1
313192,02/08/89,1,LC,1,1,0,0,0,1,12/31/48,40,21413,8896,0,0,1,0,0,0,0,0,1,0,0,0
313194,11/15/88,1,LC,0,0,1,0,0,1,11/19/57,30,0,7457,1,0,1,1,0,0,0,1,0,0,0,0
313196,07/19/88,1,MN,1,0,0,0,1,0,08/12/50,37,29105,2444.656,1,0,1,0,0,0,0,0,1,0,1,0.5332298
313197,11/23/88,1,NE,1,0,1,1,0,0,06/26/60,28,3843,1440,0,0.0643125,1,0,0,0,1,0,0,0,0,1
313198,09/06/88,1,LC,1,1,0,1,0,0,04/14/52,36,7083,3440,0,1,1,0,1,0,0,0,1,0,1,0
313199,12/02/88,0,OH,0,1,1,0,1,0,05/17/52,36,0,0,1,0,0,0,0,0,0,0,1,0,1,1
313200,03/15/88,1,CV,0,0,1,0,0,1,11/04/65,22,0,2800,0,0,0,0,0,1,0,0,0,0,0,0
313204,04/19/89,0,NE,0,0,0,1,0,0,06/16/51,37,16674,0,0,0,1,1,0,0,0,0,1,0,0,1
313205,01/21/88,1,MD,1,0,0,0,1,0,07/17/53,34,9478,0,1,0,0,1,0,0,0,1,0,0,0,1
313208,11/19/87,1,MD,1,0,0,0,1,0,08/14/51,36,26384,3000,0,0,1,0,0,0,0,0,1,0,0,0
313209,12/23/88,1,MN,0,0,1,0,1,0,04/25/55,33,0,700,0,0,1,0,0,0,0,1,0,0,0,0
313210,01/04/89,0,SM,0,0,1,0,1,0,05/14/44,44,16017,5329,1,1,1,0,0,0,0,0,1,0,0,0
313212,08/25/88,0,CC,0,0,0,0,1,0,10/01/64,23,3054,0,1,0,1,0,1,1,0,0,0,0,0,1
313216,03/08/88,0,JK,0,0,1,1,0,0,12/04/56,31,6780,1800,0,0,1,1,0,0,0,1,0,0,0,0
313217,03/09/88,0,JK,0,1,0,0,1,0,10/15/59,28,15381,600,0,0,1,1,0,0,1,0,0,0,0,0
313221,12/20/88,1,JK,1,0,1,0,0,1,04/21/66,22,0,0,0,0,0,1,0,1,0,0,0,0,0,1
313225,01/19/89,1,NE,1,1,0,1,0,0,06/08/59,29,23065,180,0,0,0,0,0,0,1,0,0,0,0,1
313226,10/21/88,1,NE,1,0,0,0,1,0,09/06/66,22,352,3360,0,0,1,0,0,1,0,0,0,0,1,0
313228,01/05/88,0,CC,0,0,0,0,1,0,06/25/45,42,0,2340,0,0,1,0,0,0,0,0,1,0,0,0
313230,05/26/88,0,MD,0,0,1,1,0,0,05/05/51,37,9379,4103.911,0,0,1,0,0,0,0,0,1,0,0,0.4073359
313231,10/26/88,1,PR,1,1,0,0,0,1,11/19/65,22,15840,2444.656,0,0,1,1,0,1,0,0,0,0,1,0
313232,03/07/88,0,JK,0,0,1,1,0,0,01/04/56,32,34827,7363,0,0,1,1,0,0,0,1,0,0,1,1
313236,02/17/89,1,IN,0,0,1,0,1,0,07/31/65,23,22406,4000,0,0,1,1,0,1,0,0,0,0,0,0
313237,07/14/89,1,IN,0,0,1,0,0,1,03/11/59,30,162,0,0,0,0,0,0,0,0,1,0,0,0,1
313239,08/04/88,0,SM,0,0,1,0,1,0,11/12/50,37,71821,29000,1,0,1,0,0,0,0,0,1,0,0,0
313240,03/08/88,1,CV,0,0,1,1,0,0,05/21/64,23,12510,4103.911,0,0,0,0,0,1,0,0,0,0,1,0.4073359
313242,04/18/89,0,MN,0,0,1,0,1,0,10/11/66,22,4381,4000,0,0,1,0,0,1,0,0,0,0,0,0
313243,02/14/89,1,SM,0,0,0,0,1,0,07/13/60,28,0,0,1,0,1,0,0,0,1,0,0,0,0,1
313244,12/16/88,0,SM,0,0,1,0,1,0,06/01/66,22,714,150,0,1,1,0,0,1,0,0,0,0,0,0
313245,03/15/89,1,MN,0,0,1,0,1,0,12/28/58,30,0,0,0,0,1,0,0,0,0,1,0,0,0,1
313246,10/27/88,1,PR,0,1,0,1,0,0,02/08/54,34,8036,178,0,1,0,0,0,0,0,1,0,0,0,0
313250,10/24/88,0,CV,0,0,1,0,1,0,02/06/41,47,8836,600,0.3352851,0,1,0,0,0,0,0,0,1,0,1
313251,01/11/89,1,NE,0,0,1,1,0,0,01/04/55,34,144,6960,0,0,1,1,0,0,0,1,0,0,0,0
313252,05/04/88,0,IN,0,0,1,0,1,0,05/01/46,42,0,0,0,0,1,0,0,0,0,0,1,0,0,1
313255,10/19/88,1,IN,1,0,1,0,1,0,09/30/58,30,45305,4103.911,1,1,0,0,0,0,0,1,0,0,0,1
313260,08/31/88,1,CC,1,0,1,1,0,0,12/25/60,27,21155,4103.911,0,0,1,0,0,0,1,0,0,0,0,0
313261,02/28/89,1,CI,1,0,0,1,0,0,12/17/57,31,37888,2444.656,1,0,1,0,0,0,0,1,0,0,1,0
313263,04/07/88,0,CV,0,1,0,1,0,0,04/02/62,26,3035,0,0,0,0.716404,0,0,0,1,0,0,0,0,1
313269,06/20/88,0,CC,0,0,1,1,0,0,03/19/54,34,8876,3640,0,0,1,0,1,0,0,1,0,0,1,0
313271,10/27/88,1,JC,1,0,1,0,1,0,03/25/63,25,6305,1200,0,0,1,1,0,1,0,0,0,0,1,0
313272,08/25/88,1,HF,0,0,1,0,0,1,07/21/65,23,27261,13000,0,0,0,0,0,1,0,0,0,0,1,0
313276,04/06/88,1,IN,0,0,1,0,1,0,01/05/65,23,636,4103.911,0,0,0,0,0,1,0,0,0,0,0,0
313278,09/13/88,1,CV,1,0,0,1,0,0,03/16/62,26,16725,5700,0,0,1,0,0,0,1,0,0,0,0,0
313279,04/13/88,0,JK,0,1,0,0,1,0,03/23/57,31,0,0,0,0,1,1,0,0,0,1,0,0,0,0.5332298
313280,09/30/88,1,HF,0,0,0,0,1,0,03/17/50,38,522,0,0,0,1,1,0,0,0,0,1,0,0,1
313281,08/04/88,1,IN,1,0,1,0,1,0,10/01/63,24,41779,3000,0,0,1,0,0,1,0,0,0,0,0,0
313283,08/25/88,1,CV,0,0,0,0,0,1,07/22/65,23,31007,2444.656,0,0,1,1,0,1,0,0,0,0,0,0
313284,03/29/88,1,CC,1,0,0,0,0,1,02/07/48,40,17301,5123,0,0,0,1,0,0,0,0,1,0,1,0
313285,07/28/89,1,IN,0,0,1,0,0,1,02/21/55,34,0,4103.911,0,0,0,1,0,0,0,1,0,0,1,1
313287,09/06/88,1,PR,1,1,0,1,0,0,04/21/54,34,24087,2444.656,0,0,1,1,0,0,0,1,0,0,0,1
313288,11/09/88,0,JK,0,0,0,0,1,0,10/11/65,23,10427,140,0,0,1,1,0,1,0,0,0,0,1,0
313290,02/25/88,1,LC,0,0,0,0,0,1,12/28/61,26,11383,4283,0,0,1,0,0,0,1,0,0,0,0,0
313291,01/07/88,1,MD,0,0,1,0,1,0,12/12/58,29,31037,4000,0,0,1,1,0,0,1,0,0,0,0,0
313295,08/09/88,1,CI,1,1,1,1,0,0,03/03/55,33,12919,0,0.3352851,0,1,0,0,0,0,1,0,0,0,1
313296,10/24/88,0,IN,0,0,1,0,1,0,02/02/65,23,1462,1000,1,0,0,0,0,1,0,0,0,0,0,1
313300,01/25/89,1,IN,0,0,1,0,1,0,03/04/31,57,25378,3500,1,0,1,0,0,0,0,0,0,0,0,0
313304,06/10/88,1,IN,1,0,1,0,0,1,03/16/45,43,33220,98,1,0,1,0,0,0,0,0,1,0,1,1
313306,09/29/88,1,PR,1,0,0,1,0,0,07/01/60,28,327,2444.656,0,0,1,1,0,0,1,0,0,0,0,1
313308,05/17/88,1,HF,0,0,0,0,1,0,03/20/51,37,723,4592,0.2111608,0,0,1,0,0,0,0,1,0,0,0
313309,06/22/89,1,NE,1,0,0,1,0,0,04/29/36,53,9318,0,0,0,1,0,0,0,0,0,0,1,0,1
313310,11/04/88,0,SM,0,0,1,0,1,0,02/15/63,25,1020,0,0.3352851,0,0,0,0,1,0,0,0,0,0,1
313314,04/15/88,1,IN,1,1,0,0,1,0,08/12/60,27,29749,0,0,0,1,0,0,0,1,0,0,0,1,1
313315,11/16/88,0,PR,0,0,1,0,1,0,04/19/36,52,216,1000,1,0,0,1,0,0,0,0,0,1,0,1
313316,09/08/88,1,LC,1,1,0,0,0,1,10/05/45,42,0,0,0,1,1,0,1,0,0,0,1,0,1,1
313317,06/07/88,1,LC,0,0,0,0,0,1,02/11/34,54,34464,5700,0,0,1,0,0,0,0,0,0,1,0,0
313318,02/08/88,1,JK,1,0,1,1,0,0,06/14/56,31,23484,10500,1,0,1,1,0,0,0,1,0,0,0,0
313319,02/19/88,1,CC,1,0,0,0,0,1,05/07/51,36,0,0,0.2111608,1,1,0,1,0,0,0,1,0,0,1
313321,03/21/89,1,NE,1,1,0,1,0,0,02/04/59,30,4014,0,0,1,0,1,0,0,0,1,0,0,0,1
313323,05/25/89,1,NE,1,0,1,1,0,0,07/17/56,32,18613,8000,0,0,1,0,0,0,0,1,0,0,1,0
313324,07/20/88,0,IN,0,0,1,0,1,0,12/14/64,23,47209,1600,0,0,0,0,0,1,0,0,0,0,1,0
313326,12/09/88,1,IN,1,0,1,0,1,0,10/07/60,28,14217,4103.911,0,0,1,0,0,0,1,0,0,0,0,0.4073359
313327,12/08/88,1,CC,1,1,0,0,1,0,01/11/59,29,47223,0,0,1,1,0,1,0,1,0,0,0,0,1
313329,08/02/88,1,SM,0,0,1,0,0,1,03/05/53,35,20856,296,0,1,0.6876773,1,0,0,0,1,0,0,0,1
313331,07/29/88,1,IN,1,0,0,0,1,0,03/22/57,31,24404,1000,0,0,1,0,0,0,0,1,0,0,1,0
313333,09/08/88,0,HF,0,0,1,0,0,1,11/06/64,23,30978,3000,0,0,1,1,0,1,0,0,0,0,1,0
313335,08/03/88,0,HF,0,0,1,0,0,1,09/14/62,25,2392,800,0,0,0,1,0,1,0,0,0,0,1,1
313337,06/28/89,1,IN,1,0,0,0,1,0,11/21/48,40,10818,160,0,0,1,0,0,0,0,0,1,0,1,1
313339,01/08/88,1,CC,1,0,0,0,0,1,10/14/45,42,3603,0,1,0,0,0,1,0,0,0,1,0,1,0.5332298
313341,11/21/88,1,CV,1,0,0,1,0,0,10/15/59,29,157,0,0,1,1,0,0,0,1,0,0,0,1,1
313342,07/08/88,1,CV,1,0,0,1,0,0,06/17/41,47,10744,1021,1,0,0,0,0,0,0,0,0,1,1,1
313343,07/20/88,1,CV,0,0,1,0,0,1,09/07/60,27,32984,480,0,0,1,0,0,0,1,0,0,0,0,0
313344,02/13/89,1,LC,1,0,1,0,1,0,08/19/50,38,0,3000,0.3352851,0,1,0,0,0,0,0,1,0,1,1
313345,02/14/89,1,LC,1,0,1,1,0,0,04/14/64,24,13534,2000,0,0,1,0,1,1,0,0,0,0,0,0
313347,02/25/88,1,LC,1,0,1,1,0,0,12/29/46,41,21509,8700,1,0,1,0,0,0,0,0,1,0,0,0
